time,thscode,ths_float_ashare_stock,ths_active_buy_large_amt_stock,ths_active_sell_large_amt_stock,ths_active_buy_main_amt_stock,ths_active_sell_main_amt_stock,ths_active_buy_middle_amt_stock,ths_active_sell_middle_amt_stock,ths_active_buy_small_amt_stock,ths_active_sellsmall_amt_stock,ths_dde_stock,ths_net_infow_stock,ths_dde_5d_stock,ths_dde_10d_stock,ths_dde_20d_stock
2015-06-30,601229.SH,,,,,,,,,,,,,,
2015-06-30,601611.SH,,,,,,,,,,,,,,
2015-06-30,603260.SH,,,,,,,,,,,,,,
2015-06-30,601828.SH,,,,,,,,,,,,,,
2015-06-30,001965.SZ,,,,,,,,,,,,,,
2015-06-30,600926.SH,,,,,,,,,,,,,,
2015-06-30,601881.SH,,,,,,,,,,,,,,
2015-06-30,002925.SZ,,,,,,,,,,,,,,
2015-06-30,601997.SH,,,,,,,,,,,,,,
2015-06-30,001979.SZ,,,,,,,,,,,,,,
2015-06-30,603833.SH,,,,,,,,,,,,,,
2015-06-30,601155.SH,,,,,,,,,,,,,,
2015-06-30,601108.SH,,,,,,,,,,,,,,
2015-06-30,600025.SH,,,,,,,,,,,,,,
2015-06-30,603160.SH,,,,,,,,,,,,,,
2015-06-30,002797.SZ,,,,,,,,,,,,,,
2015-07-31,601985.SH,3891000000,553896620,929302720,325679620,415027840,565363380,558009600,,,-533139830,-51888004,-997262850,-3340901270,-5774922830
2015-07-31,300144.SZ,506604241,16261189,104430856,21523002,39148519,51874928,81653747,,,27335374,466725,-116404089,-522525859,-522525859
2015-07-31,600029.SH,7022650000,324658940,580584200,208391130,259266480,289968020,397740790,,,-259931030,-21811915,-1049923500,-1803749720,-1507010906
2015-07-31,600690.SH,5478563080,66069778,42583111,37053066,46204785,75045701,98348973,,,43977803,3948086,-295042499,-1021816951,-111255322
2015-07-31,601958.SH,3226604400,9089590,46810606,18443926,26533384,40612182,52165973,,,16829008,1861739,-41025796,20300314,-41113722
2015-07-31,002673.SZ,2300000000,80015326,126085183,63583233,84476521,108011419,118884366,,,-81319393,-3263583,-419016608,-980193656,-1182327470
2015-07-31,600031.SH,7593706137,80318689,118099008,62398902,104632310,104853219,178472880,,,108090597,14303085,-129228562,119362337,-235773103
2015-07-31,002236.SZ,663088694,189709140,191075940,77893180,62508746,85939279,88423064,,,122504870,3060467,40257696,64425537,316417491
2015-07-31,601988.SH,210765514846,250804420,426945170,203947930,199209430,327830270,303196770,,,-230244320,-51855969,-1973504490,-2203274070,11120599310
2015-07-31,002385.SZ,1539370057,83940521,84999053,67256083,53258438,80482508,101037420,,,19064479,1275702,-338972840,-623437441,139331859
2015-07-31,000651.SZ,5973181484,274236490,168469700,138066980,173536670,230446130,285781230,,,235780439,10583545,111879149,-1364265321,-789734891
2015-07-31,002074.SZ,223286777,158388200,177087540,61844460,80524759,119662236,114046692,,,6395515,130694,84099402,73273883,13455879
2015-07-31,002456.SZ,720081704,147624620,393171820,75758861,111046583,120937182,133640863,,,25070124,861188,-430918350,-961183105,-1656675315
2015-07-31,000826.SZ,841675761,36991584,130596549,71162872,66889766,75172873,94830097,,,38244087,979270,-229042916,-207248808,-373744228
2015-07-31,600886.SH,6786023347,,,,,,,,,,,,,
2015-07-31,000786.SZ,1150300000,,,,,,,,,,,,,
2015-07-31,601186.SH,10261245500,169128110,290135320,152018350,234793660,223112960,349684140,,,331729704,20161968,44033387,-332628043,3316470017
2015-07-31,000625.SZ,3387516975,98051995,115675984,117565172,109011641,109373604,132484199,,,139680590,8361904,-150082641,-471887827,-380460938
2015-07-31,601012.SH,1615572000,16899333,51502489,24738555,38179206,51921104,78492674,,,-1842991,-163941,-63083224,-421161409,-112429119
2015-07-31,300015.SZ,779441549,19753738,38469700,16827977,22575212,29254337,45728668,,,326106,-4415,-53845859,-75594772,-292750435
2015-07-31,600050.SH,21196596395,122154966,270757880,108129613,141313890,152534630,184158920,,,67476896,10868706,-1132965148,-734981428,468408122
2015-07-31,601933.SH,3071600000,,,,,,,,,,,-79778423,-189073663,106041238
2015-07-31,002624.SZ,144801373,,,,,,,,,,,,,-30326519
2015-07-31,601878.SH,0,,,,,,,,,,,,,
2015-07-31,600157.SH,4595654778,,,,,,,,,,,,85842525,424294203
2015-07-31,002024.SZ,5017814859,510055370,1169997510,220301580,287824480,330307100,403805540,,,187788860,13499534,-925992340,-1787107960,-3489685466
2015-07-31,601099.SH,3305467026,47996426,146378730,65250745,121831093,112643404,168256450,,,52479101,5765971,-231556382,-834107381,-3076728348
2015-07-31,300408.SZ,91998960,9979960,4911280,9148399,9948939,17311025,21433950,,,7541407,205203,-66935122,-70455872,-79542181
2015-07-31,600196.SH,1905614684,63623540,108689703,40859598,61347744,60727130,98084962,,,87894097,3422465,-57801814,-76940734,-63452654
2015-07-31,600018.SH,22755179650,27107113,62255341,39209648,73267542,69577249,96380038,,,-14969174,-2114926,-363019808,-244609140,1685899252
2015-07-31,600900.SH,9745941480,,,,,,,,,,,,,
2015-07-31,601021.SH,100000000,105398965,172338520,36418233,49414335,30647638,39096049,,,-43048934,-426123,-209852866,-370968725,-370968725
2015-07-31,600271.SH,923400000,147779170,249987630,107933799,212206520,129566335,205906740,,,52686072,837167,-192668518,-322834438,-762939983
2015-07-31,600585.SH,3999702579,66421683,88109994,78654699,99552856,122020073,148413960,,,53607118,2885771,-185772023,-279031902,587472713
2015-07-31,600016.SH,29551769344,282088450,194319990,202677260,178960620,183613900,235462450,,,223362100,24594484,981821240,-127421040,5825596290
2015-07-31,002470.SZ,1185080000,21289456,125934868,30783770,41636671,42027387,45536103,,,-9104305,-392395,20549284,-97435674,-97435674
2015-07-31,601607.SH,1922935018,54455844,69022739,51624957,61044723,63031230,86821806,,,59804171,2948263,-79646687,-103639047,282470944
2015-07-31,600741.SH,2583200175,23018883,83476474,24480179,47646702,43924525,56970576,,,38335822,2262514,59211459,249788592,317718436
2015-07-31,600372.SH,1759162938,178745000,569120990,280285500,235032470,327167450,214502800,,,-481144030,-14474222,-249012011,-995306324,-1083807892
2015-07-31,601228.SH,0,,,,,,,,,,,,,
2015-07-31,000768.SZ,2477618440,257886520,494187950,375558690,383436600,506765530,476785890,,,-377411840,-10216951,-1066300580,-1811197800,-922040337
2015-07-31,601390.SH,17092510000,257468910,386731790,190749440,275111530,383283490,553959610,,,506284410,38528250,-662955890,-857120490,4572471680
2015-07-31,002065.SZ,1337716499,96848530,136959420,96338422,75016992,100714081,99641139,,,6304730,212570,-172152700,-475401685,-186485382
2015-07-31,002739.SZ,60000000,202380960,338978640,75401080,125227625,159657190,170155880,,,-162408056,-918290,-754977403,-834763667,-1174634896
2015-07-31,002007.SZ,500385380,54599848,167573550,42390009,49368405,41796064,52510059,,,32545519,730021,-131732390,-236648406,-273163820
2015-07-31,601727.SH,9850714660,115832568,265997500,125098073,195410900,236130550,307267140,,,-156420274,-11558386,-34980398,51480022,1123872932
2015-07-31,600066.SH,1903484223,19168370,16561496,15203431,17133897,29073765,37980111,,,1470974,45603,-30090049,48490934,72602513
2015-07-31,600570.SH,617805180,606106460,639480430,301990110,399658900,384294430,462706780,,,136733900,2005381,-2162238540,-3781622910,-6590461358
2015-07-31,000568.SZ,1400525461,96783716,99910402,112589280,114088216,123169962,155550390,,,154469649,6258927,-125130659,-202675902,-138733369
2015-07-31,603799.SH,91000000,0,0,7390785,13763472,25417801,30954072,,,-2452192,-151999,-37103200,-69223666,-117328589
2015-07-31,601718.SH,3857000000,230165640,796932330,325151560,336037630,462441460,293549420,,,-1006847630,-62373767,-1630715220,-877167147,824922740
2015-07-31,601211.SH,1525000000,248948470,411665110,165062080,242074060,351021470,438106860,,,-186952260,-7202265,325627740,-479406400,-276719478
2015-07-31,000959.SZ,1206145283,,,,,,,,,,,,,
2015-07-31,601212.SH,0,,,,,,,,,,,,,
2015-07-31,000792.SZ,1566376749,43602119,68838251,29694066,57694283,45155894,64487114,,,26790810,1305182,2530149,-12225116,-141923606
2015-07-31,300027.SZ,924695643,,,,,,,,,,,-407777970,-164230950,-1392046636
2015-07-31,000338.SZ,1046084887,52460986,14348229,53376445,50888936,96279105,94208485,,,-826437,-64306,-86431735,-114413159,29670479
2015-07-31,000963.SZ,434059991,,,,,,,,,,,,,
2015-07-31,600010.SH,15742024158,84727208,155372520,51225694,81810278,108514215,143743840,,,25221609,5662458,-513886339,-595386813,2086388897
2015-07-31,002294.SZ,459180000,24589686,93831590,20216216,40904121,26739950,40467629,,,12611032,418639,-29054953,-151998557,-181158471
2015-07-31,600104.SH,11025566629,33350440,86787513,94187012,76415417,121165732,131234884,,,2170973,59864,-367734827,-1046405468,2361436182
2015-07-31,601377.SH,5200000000,50360675,140697570,56776754,99089233,100092292,145943920,,,50236683,4806283,-159142855,-369430102,-1138264327
2015-07-31,300251.SZ,1224623628,211991700,368211600,139989490,151338870,192651400,182652200,,,-161504460,-5605023,-89895180,159792304,-177300907
2015-07-31,002500.SZ,2488469657,55761862,115703757,43863187,59762691,84364061,86734191,,,-62481058,-4487962,-359396504,-796741416,-331434021
2015-07-31,300059.SZ,1291255312,1192037230,1410541000,371377410,511287430,406730090,553009850,,,313338050,6167085,-954251610,-5436378790,-9874889720
2015-07-31,600887.SH,6015647370,315135330,179560940,202223810,152466550,188669510,248821660,,,245379128,14288996,2821264,-79923266,621312494
2015-07-31,600390.SH,381946690,3131470,10665172,15257674,17347511,34363971,33509879,,,-7752428,-717943,-96296491,-80330034,-203032762
2015-07-31,002594.SZ,746756350,246591900,242359000,121337121,98657168,142413740,165159480,,,83358020,1516615,-41805658,-85049305,-357292530
2015-07-31,600816.SH,454109778,134134312,515617850,155574980,277981500,240410020,229343850,,,-234755338,-4647178,-337120440,-323881117,-254077833
2015-07-31,002153.SZ,163053555,21192010,29000236,13294067,12943850,24411014,26794359,,,3782988,34200,52835728,192718984,278850554
2015-07-31,601336.SH,2085439340,250655740,699159850,204773330,290376160,147938940,183667930,,,-196706470,-4635211,-506179462,-946260540,-1870035738
2015-07-31,600703.SH,2370378462,115047895,241190500,123188484,129344850,167262730,214276320,,,119637849,4510373,-271467233,-540477223,-947328091
2015-07-31,600660.SH,2002986332,19881108,17388033,18733207,18159767,30130960,38286489,,,16644102,1255391,22670368,-62490797,428101622
2015-07-31,601899.SH,15803803650,66132012,72539689,40644680,90558283,93433554,144182370,,,43040644,10751218,-329368374,-274120658,-155279066
2015-07-31,000503.SZ,897924706,,,,,,,,,,,,,
2015-07-31,601198.SH,500000000,22702457,12082256,53636335,61620705,104575418,122850775,,,-16120324,-759750,-225096006,-429553138,-1267374187
2015-07-31,002310.SZ,554991145,,,,,,,,,,,,,
2015-07-31,300017.SZ,496031848,190984320,297942590,139905820,142426140,165857180,144042810,,,-113786919,-2121415,-639866279,-954185369,-1319260483
2015-07-31,000402.SZ,2986996935,88566662,46965430,52535278,66583785,66078759,105174919,,,103937508,10182581,560784,14371049,163796964
2015-07-31,000709.SZ,10616891727,,,,,,,,,,,,,
2015-07-31,601766.SH,22917692293,266350090,937007420,305953600,408583950,519786770,599050120,,,-46704250,-3040679,-2974535770,-5673789060,-3311334590
2015-07-31,601633.SH,2009243000,21844844,148870220,61904899,76264321,95440696,116009367,,,-204700,-52416,11174088,-47018165,-880354923
2015-07-31,600188.SH,2959980000,1072138,5708474,6857395,12168997,21960782,33452004,,,-5253676,-519121,-33599496,-63153570,71079209
2015-07-31,000001.SZ,11804054579,137557520,490822490,134598700,183770840,144751840,203543290,,,69841977,5611450,-307992868,-815785971,119670329
2015-07-31,002146.SZ,3356100632,85734050,81206411,39838503,54884392,56481050,85633327,,,86343314,8861907,-18341470,-78428732,-455861599
2015-07-31,601888.SH,976237772,122936415,129067761,118244736,93535899,119295894,87506606,,,-29383039,-467581,-12418401,213112447,142811731
2015-07-31,600383.SH,4499609872,76109181,107731023,78419315,54657628,58531903,86468991,,,115905555,9999934,227777625,201413149,-501446778
2015-07-31,300433.SZ,67360000,14915541,12543196,18439577,19712705,32227400,35603767,,,-9924211,-126496,-150176703,-362601633,-202812581
2015-07-31,600498.SH,966704550,16603782,84517363,57380937,65896954,97852442,93279632,,,-55448835,-2302961,-453951985,-569911358,-705688325
2015-07-31,600085.SH,1371470262,68103526,32260956,43717307,53316514,57325375,76416514,,,44516383,1478705,-28531286,3953925,-107872034
2015-07-31,601998.SH,31905164057,60513592,147430160,74096558,146660580,107338654,153540150,,,-93871988,-12342462,-473019777,-1215953097,1594520203
2015-07-31,600438.SH,687520000,0,1060556,3938252,6353233,26722840,22938659,,,-12661695,-1017998,-90053785,-144765869,-174776631
2015-07-31,601877.SH,1314906385,,,,,,,,,,,,,
2015-07-31,000538.SZ,1041354766,41576325,209550770,29768772,52270941,59880639,72777549,,,8008135,107596,50793469,80898461,-556715981
2015-07-31,002202.SZ,2147957633,206255270,142853290,91539762,66798012,126672488,119819786,,,-3205455,-264281,-576091423,-973965659,-479757512
2015-07-31,601628.SH,20823530000,62859264,313326450,65853551,130510462,124154262,169680020,,,4020117,100319,-327139290,-506924935,1962684795
2015-07-31,600482.SH,524342000,,,,,,,,,,,,,
2015-07-31,002601.SZ,164262312,8833777,5112935,10419088,13864322,26010162,29534084,,,-1467019,-48908,-52782536,-218087150,-228719365
2015-07-31,601901.SH,6100000000,40733571,98905237,68366380,126116721,116292303,152134100,,,-1947668,-213864,-484802380,-798787794,113858712
2015-07-31,002508.SZ,471562500,16862292,53971834,17784825,15542733,35128955,30383735,,,-2562082,-72588,-81768239,-82124335,-33947952
2015-07-31,600019.SH,16424278824,97329619,107933389,92256885,79351096,93603676,100019225,,,87650598,12941190,-337467121,-378394889,-58479367
2015-07-31,600549.SH,886574000,7978380,41338769,30051649,35739028,42076184,67253178,,,10572523,557215,-97258752,-146187309,-131470483
2015-07-31,000858.SZ,3795682029,,,,,,,,,,,-336302929,15441936,378148994
2015-07-31,600153.SH,2835200530,,,,,,,,,,,,,
2015-07-31,600519.SH,1256197800,93406175,245987860,48899511,121547096,96033638,131339136,,,-77476522,-379102,-365522327,-118628981,-328309010
2015-07-31,002085.SZ,376245906,28206747,47999044,19852703,28061093,18884949,33164446,,,11557623,237211,-119951002,-11830040,-2044206
2015-07-31,600297.SH,350000000,0,0,5127213,3710377,9023171,11250183,,,1777028,99017,1071116,6891238,68691203
2015-07-31,000333.SZ,2268962398,99696753,272906070,130553673,115607476,116621825,106168126,,,137430919,4199732,307899036,335553858,1399997479
2015-07-31,600036.SH,20628944429,579131470,401081120,213671690,202440520,228688460,276420690,,,293115942,17005681,1127745322,2026979672,8440397402
2015-07-31,601333.SH,5652237000,162416470,170575780,125092833,116792930,197651530,204406860,,,114818723,20296413,-86407840,-192296001,-577882326
2015-07-31,601991.SH,9994360000,18371758,16023007,15331897,20928093,40615357,53334001,,,34845099,5447176,-5539900,-24045769,437971940
2015-07-31,300024.SZ,633896641,382792730,390412880,221482380,193479260,333511990,246562610,,,-159044170,-1871545,-969139390,-2416441740,-3298093970
2015-07-31,000415.SZ,3115536808,70643113,74310447,42407178,43889386,65751296,73371763,,,58841032,6939505,-1436990,-175154593,-257101128
2015-07-31,603858.SH,0,,,,,,,,,,,,,
2015-07-31,600535.SH,1032842654,23515528,92255944,23482233,30226261,34907295,47789995,,,-867640,-28260,-62535101,-286367716,-114860449
2015-07-31,601992.SH,3111402625,50742311,25658445,77248065,55209112,120583498,104614698,,,98735595,9926141,93668234,155774618,477196131
2015-07-31,600362.SH,2075247405,28921811,63054124,50583666,77309314,75469196,97699386,,,53885929,3508677,-103406496,-108663975,-527158792
2015-07-31,600820.SH,3144096094,181956390,354108910,192782810,266654820,371346250,407311020,,,-273208840,-20130716,-585468750,-367487960,-1013297224
2015-07-31,601808.SH,2960468000,23906381,111691350,71987935,95398305,86668168,159284640,,,56744759,2842427,-408154191,11228771,1197117
2015-07-31,601601.SH,6286700000,137790620,344558390,87018434,179244820,145584010,175372640,,,-82830386,-3341730,-657020470,-812185073,796855339
2015-07-31,600489.SH,2943228797,11201607,62497631,29140009,54805043,61496241,77156271,,,-11732636,-1297115,-214633193,-187077676,-600922511
2015-07-31,002555.SZ,159030000,,,,,,,,,,,,,-31436562
2015-07-31,000728.SZ,1964100000,96735060,158960570,68723463,141113750,124345787,164167910,,,63522634,2803408,-18769718,-50929802,-537473192
2015-07-31,603288.SH,269460000,7086724,27771003,16521728,16529997,32202612,38941393,,,5234656,164088,-63359151,-116030841,-38559683
2015-07-31,600867.SH,1127060581,,,,,,,,,,,,,
2015-07-31,002241.SZ,1225255287,76755158,273868590,47621284,74435023,80280448,87834438,,,1185149,8248,-243958148,-552162735,-828587778
2015-07-31,000723.SZ,194864103,55645999,4887828,15411870,24845279,42738161,68492101,,,40271863,3389210,-16281656,-36286013,17670051
2015-07-31,600893.SH,1365143795,347343850,618033240,293653000,371804740,592331480,460547860,,,-520498190,-9426618,-1397403930,-2944422400,-2779987462
