time,thscode,ths_float_ashare_stock,ths_active_buy_large_amt_stock,ths_active_sell_large_amt_stock,ths_active_buy_main_amt_stock,ths_active_sell_main_amt_stock,ths_active_buy_middle_amt_stock,ths_active_sell_middle_amt_stock,ths_active_buy_small_amt_stock,ths_active_sellsmall_amt_stock,ths_dde_stock,ths_net_infow_stock,ths_dde_5d_stock,ths_dde_10d_stock,ths_dde_20d_stock
2017-05-31,600887.SH,6033369162,129166099,199943450,114434321,156779890,193897960,221600110,116702255,149419890,-82529700,-4221516,304579882,941196253,1466745341
2017-05-31,600390.SH,451256401,0,1112871,4504211,6372349.8,11957787.9,11768336.9,16003655,10976661,-4474340.7,-403367,-4315037.7,-11185599.7,-112447008.7
2017-05-31,002594.SZ,849913149,58790241,29441093,23909560,24150328,29661897,40265453,29565093,40750894,46076882,928074,54415074,53589468,-183310967
2017-05-31,600816.SH,2497603779,3800853,7050333.7,21187790,19395760,40747767,32668848,28889510,26764299,6260001.3,580629,-12161009.7,-34027387.7,-168140656.7
2017-05-31,002153.SZ,484463043,2762094.3,2270837.3,2479785.9,2691800.9,6442078.4,8297861.3,10468961,6369226,-1468498,-71178,5278135,17642331,47942537
2017-05-31,601336.SH,2085439340,86665740,94544199,70242064,93724614,102178197,99309643,48738997,35278140,-10749500,-202729,-29066449,-113530573,-443049350
2017-05-31,600703.SH,4078424928,12586858.8,18516445,34039301,22804006,51101821,34251321,36460192,54863989,-6342254.2,-358204,20402552.8,-26142182.2,156724852.8
2017-05-31,600660.SH,2002986332,8393675,28497575,16485349,50825210,49959153,126177315,35423348,52146618,-16801346.6,-711641,-111632830.6,-122610191.6,-200015503.6
2017-05-31,601899.SH,15803803650,23209214,21708265,13944126,12609943.8,26053844,22295891,15059585,19605885,261472.2,88442,66428727.2,6443441.2,-336691235.8
2017-05-31,000503.SZ,898779932,,,,,,,,,,,,,-279047279
2017-05-31,601198.SH,1004000000,4007731,14049515,15816478,18864344,35726898,36461686,22412873,31132684,26781748.9,1566760,193755732.9,142773869.9,407553250.9
2017-05-31,002310.SZ,1419758144,25177440,52267135,45047074,37359928,62156770,79283566,49048940,34855306,-61325144,-3812181,-245947314,-157618455,139147278
2017-05-31,300017.SZ,1586513352,47696311,61889786,33671693,42091358,47191194,56317398,30634550,42947059,8680229,758306,-46324386,-248497697,-927319965
2017-05-31,000402.SZ,2987614971,7163971.9,21513363,26152809,38410692,39191114,42432759,25432352,25753333,-33809660.1,-2884866,63739163.9,9421870.9,-44122353.1
2017-05-31,000709.SZ,10616897727,109409672,140906690,97766582,100612431,124759479,143429750,65100582,74818925,-47154968,-10577185,-78962483,-216806641,-3553808628
2017-05-31,601766.SH,22917692293,279975550,60909474,57134105,59720869,62875547,93306910,40250191,72215778,262999287,26013076,889073094,688447875,644742688
2017-05-31,601633.SH,6027729000,27537990,2196584,21636586,14441538,31975784,37493291,21779426,28362894,43490963.1,3619823,90246555.1,158109992.1,292663139.1
2017-05-31,600188.SH,2959829500,0,0,1230316,10511646.2,7562177.4,13377810.5,23245437,12423589,-7904170.8,-748631,-2589579.8,-7873881.8,-70423559.8
2017-05-31,000001.SZ,16917989651,266883910,70078509,95224047,77764818,171762450,141116810,43160117,82751325,164795302,17907344,595640744,247005049,-83919367
2017-05-31,002146.SZ,3889038663,134924630,149754280,83652270,86008146,114594727,109403203,101327592,91534686,4024461,364048,-87233830,-443790132,-1394337126
2017-05-31,601888.SH,976237772,16478541,29941706,22620972,42012410,38837974,73628141,18628590,21590512,13694270,244827,-38897632,-60993238,-112816056
2017-05-31,600383.SH,4513631772,69745535,78902932,38667961,61763885,49820224,78117877,41669888,38299489,4805832,403695,-5419966,-1251775,156039543
2017-05-31,300433.SZ,369157722,133664898,71213716,72104760,41336523,56655055,77083776,46855044,55099184,143494577,4182169,111906152,-38534242,69903376
2017-05-31,600498.SH,1009381106,0,1097110,7803691.7,2109669.9,11095167.4,12295758.2,11376504,18312460,9639947.5,431585,23582531.5,30162016.5,37028777.5
2017-05-31,600085.SH,1371470262,10912188.1,18288227,34859825,38662978,34933270,43753418,16711348,28413895,27581657.4,856141,66187039.4,35282764.4,17469335.4
2017-05-31,601998.SH,31905164057,18286032,28263866,43664220,32397551,36982024,70270044,22355812,24104491,155610,17918,166198972,69971867,200448511
2017-05-31,600438.SH,1933879842,0,0,330141,1684702,7842255.5,5643567.6,5373259,8747712,-959277.04,-174827,-22394225.04,-29808596.04,-77196673.04
2017-05-31,601877.SH,1323979110,0,0,373400,4189634.5,5378897,8760215.8,20915504,9211547,-3036786.8,-162280,-490307.8,-20765685.8,-54693003.8
2017-05-31,000538.SZ,1041392430,16664426,25415820,41281338,26582350,52062943,37055601,38814460,38175318,-15403482,-174664,-133218887,-197329792,-324846046
2017-05-31,002202.SZ,2157518639,61117498,17870740,35286788,16777141,32899509,27332092,30342443,34597897,65583142,4349742,152068399,170545576,131989065
2017-05-31,601628.SH,20823530000,33594908,33018813,36292382,57578389,66779298,185593460,49017886,41185886,22642407,795853,186021949,216356029,386818314
2017-05-31,600482.SH,524342000,1259847.96,10271839.7,12836016,21803694,29958611,43359859,17662430,23630607,-1395743.74,-56031,-66340187.74,-221536513.74,-292214181.74
2017-05-31,002601.SZ,610618705,16699039,12865078,9947299.3,10640923.2,16243810,26724600,19518415,23014913,7958049.1,537547,2726641.1,-171792011.9,-308314717.9
2017-05-31,601901.SH,6289850536,101798592,18452226,51296405,42687585,50718883,72634054,34317723,58327187,124993956,13880989,406563548,608056521,995093124
2017-05-31,002508.SZ,930433234,25692305,25244728,16141954,13593592,21202114,27919709,29363082,46767363,2566632,62970,40307547,238680235,212981429
2017-05-31,600019.SH,22076795525,24818784,77746199,37184292,51708595,46780659,125828937,36844036,52628088,16203936,2557135,166916242,312369183,22038581
2017-05-31,600549.SH,886574000,0,6043535.5,6892998.6,27912928,22949422,42371998,18796629,16409272,-21001912,-1049819,-32208053,-20056551,-100841450
2017-05-31,000858.SZ,3795755918,103651966,158548050,117125076,131318076,120493182,151617930,94826477,117470039,71594892,1497082,-36040135,191314677,133631145
2017-05-31,600153.SH,2835200530,12918066,19263071,20513348,37552891,34346734,48207773,20602221,26829247,-25099190.5,-2152066,102037064.5,216831001.5,254541148.5
2017-05-31,600519.SH,1256197800,232224750,458528960,176091880,269173250,207233800,274366080,170316400,180953860,-111376940,-252176,-288491850,-246307280,-664536826
2017-05-31,002085.SZ,2113735512,700557,4732595.4,7525030.7,6643464.7,20143049,47011094,22852271,50856911,273015.3,5349,161521929.3,157562833.3,235552398.3
2017-05-31,600297.SH,1839828570,13553095,2337252,19767274,10170198.8,29130377,26625164,16434616,35696402,34403467.2,3573240,82945401.2,147442795.2,232009209.2
2017-05-31,000333.SZ,6186632108,229904090,164199580,143973350,147753620,145336060,209988020,130356881,143799990,145203535,4030444,446432682,641969532,1281960025
2017-05-31,600036.SH,20628944429,335880330,306802690,195798820,238685130,188244660,194322510,77211137,129221076,-11970280,-510402,133898310,-154095167,-121018820
2017-05-31,601333.SH,5652237000,19526026,29193705,7403072,12567498.3,19930656,24430342,9044890,12187087,-6682781.1,-1520501,-885413.1,-30793719.1,-135170265.1
2017-05-31,601991.SH,9994360000,5830204,33164532,19808003,39045772,46400455,37005129,25857360,19458827,-57345815,-11467214,-77097880,-74401122,-168120304
2017-05-31,300024.SZ,1513990341,3977167.5,14775829,5746293.5,17684747,26861342,29856740,23710732,19915656,-30731411.7,-1622912,-54559904.7,-56042868.7,-214917757.7
2017-05-31,000415.SZ,3115585808,0,3922786.7,7477161,16745910,22536949,16744829,25050356,19183266,-13917174.9,-2132736,-13819597.9,-27222006.9,-163580289.9
2017-05-31,603858.SH,69800000,0,2376154,8941080.2,7555680.6,28001477,34611127,22079742,27585632,1087393,14577,-14242408,-14841289,-54632206
2017-05-31,600535.SH,1032842654,9961895.3,22538409,9897917.1,12156928,15500394,17503585,14775302,18861506,7541989.6,186792,-23882526.4,-46372386.4,-34769066.4
2017-05-31,601992.SH,8145239020,49892200,85960264,83003090,106560776,142315330,153711370,98507008,105415607,-41117896,-6087653,-306394991,131429604,-1441216630
2017-05-31,600362.SH,2075247405,10088091,16656653,29495484,49857118,38747201,52985447,28379056,27030071,-17405794.1,-1148479,9491221.9,-1406131.1,-287046656.1
2017-05-31,600820.SH,3144096094,60086153,15197896,26520912,32195544,26219155,34497717,21129635,29925546,49456989.5,5156085,136968451.5,-63988862.5,23199753.5
2017-05-31,601808.SH,2960468000,4230068,8619002.9,9523281.5,26769191,42803922,67769519,31389141,43978346,-3296733,-291154,-41547378,-174125511,-186048588
2017-05-31,601601.SH,6286700000,278039160,186701290,120120918,115358517,80201946,81410881,62227245,70899919,44468058,1449735,8927912,-460638000,-700577156
2017-05-31,600489.SH,3451137189,8881975.6,7204399.6,12642652,28860974,28470741,32822167,23271514,24905398,-15148286.6,-1519539,-99615077.6,-157684744.6,-549390533.6
2017-05-31,002555.SZ,622684869,10715966,17204276,11810121.6,21295661,19034232,31166294,26591489,29115117,-11986111.4,-512999,-30666449.4,12387527.6,-18973482.4
2017-05-31,000728.SZ,2946150000,27751174,82324440,81158468,111155942,156137680,177234140,105764127,104974576,-66920047,-5388603,81183052,21669708,-423791806
2017-05-31,603288.SH,2696886700,0,0,4014066.9,6452928.2,11485537.4,16715904,22304204,19592439,6185423.7,158700,5786927.7,14578890.7,7357076.7
2017-05-31,600867.SH,1363302505,2443146.9,3387065.2,5168643.2,11852120.3,9331620,28569832,22171557,20854119,-1706917.9,-84723,-13347759.9,-71204447.9,-83256946.9
2017-05-31,002241.SZ,2566492578,12101425.1,38036247,13895391,17053714,117053215,28451517,16505854,33085919,-51703141.9,-3036652,-147939065.9,-222918019.9,-150335188.9
2017-05-31,000723.SZ,516737940,2270681,1000116,12288864,7767110.3,23328271,13472887,10023248,7949719,-14523859.3,-1159610,-31903106.3,-28350369.3,-28350369.3
2017-05-31,600893.SH,1367500875,11796917.9,13311553.8,13840486,23283042,32887508,41838090,25298013,24318432,-9656388.3,-394731,-53760825.3,-81458345.3,-291174380.3
2017-05-31,601088.SH,16491037955,119026922,185026690,86277050,110212712,90164126,122921226,65699466,77510118,-17349290,-851803,61421841,34920004,517164056
2017-05-31,600015.SH,10685572211,71380635,84449528,28046801,41272131,40937921,67491169,27299943,39783102,12828063,1198362,156653147,102595198,168044570
2017-05-31,601006.SH,14866791491,188635080,112903069,53779883,71049551,37051988,76395227,40938823,75267847,116558224,13697580,255144030,336946360,541568012
2017-05-31,002230.SZ,1178700123,64289174,93500101,55192332,75420401,89731995,105475168,69427701,73254900,-9011433,-316555,92027567,-11036596,-709201932
2017-05-31,603993.SH,12953730699,9122089.9,39005968,17245443,17147293,22328035,25594017,21358139,16564775,-30642104.5,-7253226,-84254979.5,-92407194.5,-238893109.5
2017-05-31,600030.SH,9814661700,222564960,239704130,161444560,143809090,166756540,184221480,94162402,107708999,-12635200,-830342,918705895,833830618,1062598700
2017-05-31,000898.SZ,6148994610,1019550,1569000,5128845.3,7784885,22876690,17590458,12688736,14118052,-809663.1,-156288,-1497467.1,21217844.9,15240395.9
2017-05-31,601939.SH,9593657606,94211225,166674680,52620828,46825482,78195837,82586412,34556620,47094641,-14787397,-2328495,71403219,-20809858,362036917
2017-05-31,600583.SH,4421354800,1017272.5,36281811,17744776,37120219,31552884,41748903,30967606,30752960,-57848622.2,-8987216,-78833804.2,-212174210.2,-347688054.2
2017-05-31,601318.SH,10832664498,1093804490,1077824060,537820880,528374220,445753480,483251400,231868330,226190660,-43317600,-989863,133614850,-231633500,-618341520
2017-05-31,601838.SH,0,,,,,,,,,,,,,
2017-05-31,600909.SH,800000000,5847654.6,7788197,34050766,44018381,65520780,75967898,57224285,55509680,-17953783.4,-1850194,-32926596.4,-158833553.4,-188769001.4
2017-05-31,000069.SZ,6124149473,16191232,29030840,78927234,63749318,53770010,67987668,25372768,48363926,26730312,2994925,154377932,228530173,136307454
2017-05-31,600999.SH,4903699507,141723600,21632850,60722837,42213310,43570441,58991537,23505761,29167773,102604759,6060258,281360154,358462467,566023439
2017-05-31,600048.SH,10759539889,116814670,76367464,95733402,117564434,84330399,98367502,71368091,70583452,10870534,1041861,195214985,328676570,775545111
2017-05-31,600926.SH,261750000,19604116,7502910.7,35334269,30470938,63027412,81400364,42740848,50787146,39731192.3,1841466,-4551580.7,-394702980.7,-293716327.7
2017-05-31,002466.SZ,985856990,75494717,120770636,59581598,89209527,60939554,138919980,80934097,65677907,-35657671,-800384,9802389,-397886479,-809297164
2017-05-31,600009.SH,1093476397,40009448,67229365,86989822,68968032,94499367,121767979,72435133,64029556,-1298559,-61504,-85162828,-10552498,86523849
2017-05-31,601989.SH,18361665066,,,,,,,,,,,-21408547,-244804973,-992716524
2017-05-31,002081.SZ,2531043477,8211963.4,1798629.9,8971488.4,5143477.6,15765100,14714052,20541003,18057268,8365736.4,825510,16023138.4,11634626.4,-115030258.6
2017-05-31,600111.SH,3633066000,7196958.3,3424350.9,6410772.5,13281501.1,17797159,21199054,12721864,17252571,-2978689.4,-272590,-15903572.4,-30883802.4,-120692341.4
2017-05-31,002411.SZ,288942580,29701302,9551823.1,3050500,9173061.4,6405306.9,13263372.1,7054441,11202469,7988246.3,303231,24717290.3,23679740.3,155483202.3
2017-05-31,002572.SZ,578293000,3185775,1446739,11344973.8,6925395.1,15130388,12332691.6,27369323,19573192,1722876.7,44807,7605213.7,-13866054.3,-51041293.3
2017-05-31,601009.SH,5763930865,47714847,87705653,65740025,95098975,57762316,66611978,30681074,56376978,4136899,334828,473637142,510859172,642624626
2017-05-31,600795.SH,19650397845,164971930,109094349,48129768,49411930,53514053,66608121,23786152,34481769,55089974,15530465,435455416,427622626,736730586
2017-05-31,601117.SH,4933000000,2612192,8962347.4,12940763,26688465,25162346,31673375,15754419,15495775,-18397184.4,-2823663,-6855908.4,-154904415.4,-500548988.4
2017-05-31,002304.SZ,1240716010,20676732,22865327,15901486,21856130,19353428,30165157,20218421,36002461,35902256.1,415433,-26569995.9,-121438890.9,-340432947.9
2017-05-31,600977.SH,467000000,1202281.2,3876173.4,8324652.5,28727897,36422723,42035667,23677428,18268725,-11371762.7,-601945,-86745114.7,-126801839.7,-68601163.7
2017-05-31,002460.SZ,520752150,59511671,286866120,81430856,139004100,102409757,144756080,128553365,86074551,-191600784,-4587116,-300827260,-730666580,-1266485131
2017-05-31,002468.SZ,331776000,815134.92,861374.84,1063604.72,2573824.9,3401677.3,4054407,6806516,9978294,3163156.86,127976,1870791.86,-1013825.14,29768092.86
2017-05-31,600352.SH,3059931860,0,8472103.5,5205809.1,7800607.5,11311725.1,18895949,8677667,10961684,-9076135.7,-971971,-21740671.7,-28084564.7,140879204.3
2017-05-31,600376.SH,2242012500,4872551,10518633,34667496,31211084,37403794,34839230,17752478,22303688,4931079.6,406065,77444868.6,32391117.6,-59005606.4
2017-05-31,000559.SZ,2747870218,0,1129561.8,24532814,4918620.4,12869227.8,18798267,12309832,16972196,15833073.3,1661129,64732738.3,44984109.3,102592305.3
2017-05-31,300033.SZ,263620146,90726520,24145641,23963655,28130963,38285130,50613421,28929493,39123699,82785094,1295437,150559475,190061861,295735924
2017-05-31,002044.SZ,1053737479,29547033,40055639,19387939,21442333,20187535,32436889,22165615,20531778,-10567781,-728351,-6923613,-3217273,61026665
2017-05-31,600276.SH,2343570360,8726227.6,62621642,38990649,72899360,60161702,69715558,49142007,44663056,-18178746.4,-365492,3482387.6,626129.6,203207669.6
2017-05-31,002736.SZ,2195059620,43788270,23184414,13714729,16751357,18163518,19389435,17603922,35898803,28807467,2156964,108951877,78355661,117655473
2017-05-31,601818.SH,39810359500,106558363,68077654,41732150,30512091,49906996,113967259,24117331,38168268,66438486,16638739,368638436,353837762,681444916
2017-05-31,600221.SH,11812064188,20238210,13268395,19469527,11632945,18119096,22370749,11073537,12239158,-101549,-28240,-7408537,-97768171,-265335823
2017-05-31,000783.SZ,4742392213,33372710,30245476,42059085,51485962,48949300,59309783,46338539,46202158,8196417,845766,133946900,33538376,70436212
2017-05-31,000876.SZ,3456712402,0,5765482,39437254,15926998,9502745,14822266,8596156,14620247,10170202.7,1268716,50350194.7,44516722.7,536463.7
2017-05-31,601866.SH,7932125000,1462020,3689251.3,3070917.6,4425646.7,5968309.9,8051762.5,7022604,6640356,-7780070.6,-2211560,-24448538.6,-50549240.6,-117002113.6
2017-05-31,600522.SH,2275844111,62126263,8417034.3,24306301,19931416,39538652,38236947,26817823,33683627,65624718.7,5862387,190755425.7,250122768.7,287148238.7
2017-05-31,601398.SH,269612212539,119044872,97445569,28906181,61667345,104928605,87935309,30565836,85957575,39627587,7570559,177325921,71640141,618348719
2017-05-31,600398.SH,4492757924,1238900,0,0,1814594,5196945.2,11643774.6,6544753,6385811,-308533.4,-32230,17326379.6,89941819.6,137091305.6
2017-05-31,601788.SH,3906698839,49512557,22158957,39521222,43223924,35622362,46078196,17359636,30017872,61086005,3954790,206488964,249113492,529302084
2017-05-31,000627.SZ,1353580041,0,5710396.9,6196914.4,18095101,25146682,40157846,18849117,22824824,-12852805.4,-1799797,-29400049.4,-140760150.4,-20526540.4
2017-05-31,600436.SH,603317210,11186680.7,65673871,30760122,47764407,72155035,67450133,46884562,41133060,-87074660.3,-1627860,-225607714.3,-278591097.3,-382063930.3
2017-05-31,600118.SH,1182489135,0,2991108.1,2415416,10807052.4,18154126,26042786,18750147,18402725,-8419914.7,-311501,19789110.3,7962424.3,-119410185.7
2017-05-31,601669.SH,9600000000,108055827,77361450,67732517,47207191,56184526,73103860,45370154,59590552,53927599,6733528,297668996,38221163,-516269958
2017-05-31,601618.SH,16239000000,111732691,28677793,21570988,14341762,22346921,25109756,18608012,21612742,68357942,13754419,201741454,25228661,127642751
2017-05-31,601898.SH,9152000400,2160000,10414592.5,2151104,15419883,10506449.6,12619942.1,8248907,6737677,-22171206.6,-4143706,-22329552.6,-15871820.6,-77319831.6
2017-05-31,600739.SH,1364709816,24071236,14740830,29296350,28296580,25688025,34796791,10808386,18355257,12357632.7,725698,-4564339.3,-35549489.3,-55994134.3
2017-05-31,601881.SH,600000000,13752538,23066297,27974420,49363318,67421086,72269735,46887946,48780108,-14471386.7,-1270284,2660597.3,-122145382.7,-177353086.7
2017-05-31,300070.SZ,1976806347,108174253,88478590,66092259,71579286,102040667,134525460,68838371,62458545,30375525,1605544,-118216820,-366973670,-1889829160
2017-05-31,600516.SH,1719160378,95433748,54212265,77197245,89064814,124863548,104926665,58901346,69497000,25903344,2386529,199646309,100267557,136195771
2017-05-31,600415.SH,5443214176,8387401.6,14510330,17192656,31384386,19671183,27458412,17645038,28479925,-15574191,-2002867,173934238,288323233,391497493
2017-05-31,601360.SH,397182443,0,0,0,0,1454374,2118368,3430200,3825034,843640,98400,53837,-2154905,-3740887
2017-05-31,601600.SH,10959832268,28465792,50308099,16090196,38977441,23391945,56137695,15908133,27266914,14896295,3471627,121999734,55908206,-547702704
2017-05-31,601668.SH,29686685593,632419530,240182380,119477854,166800710,146947580,195563000,89830658,165566220,404201914,42884585,1687304511,1479849003,2480673183
2017-05-31,600406.SH,2205753602,,,,,,,,,,,,,
2017-05-31,000540.SZ,3947286534,9158719.4,3839494.9,63732480,11114765.8,25665642,20861510,14820515,22629720,45031268.7,6953657,116723638.7,78397573.7,-3968312.3
2017-05-31,000063.SZ,3424304693,110689768,93587222,94694300,97728543,106109849,108520705,60151676,56301735,-45060148,-2326245,-80655583,198045069,69878872
2017-05-31,002050.SZ,1563788480,16970915,14523162,19694100,15590477,19240199,14895658,11877000,17756218,1974016.2,142611,9969734.2,11355635.2,-34343333.8
2017-05-31,600000.SH,28103763899,380272300,221435970,111490267,143449020,264120580,177226500,56723426,95569127,-47086983,-3674861,775296764,533019782,575619031
2017-05-31,600332.SH,1071179250,9384982.7,24285723,13736039,24987465,35536383,47700064,20384387,23713328,7312434.1,253854,10817680.1,18854827.1,23493684.1
2017-05-31,600637.SH,2179898342,1067604,1286966.71,8979824.3,8028853.4,24287072,18221831,15227655,21749999,7996349.99,372333,-10630086.01,32544595.99,73091827.99
2017-05-31,300136.SZ,723984509,7996180.4,24609525,17223009,16923463,42217283,36869676,30581531,44153652,15102647.8,426403,-55039876.2,-140018820.2,-123987741.2
2017-05-31,002415.SZ,7257655512,278751860,281219520,117402104,121547618,175105730,239875520,145243850,150215130,-27122013,-990001,-335221776,-781264842,-714236109
2017-05-31,600208.SH,8598171921,40527329,35035033,39300899,27238523,34765662,49854198,15869681,23684276,32876409,6619808,83412060,85580473,129381671
2017-05-31,601857.SH,161922077818,16285299,20503639,33794245,37641185,46022488,38664185,31715983,33787210,-7497936.7,-973716,81988928.3,-7681593.7,36078877.3
2017-05-31,600518.SH,4397428966,172930630,103362991,59727359,108937630,80292612,95649129,52362930,59061370,97560762,4605369,165035844,224381428,932431291
2017-05-31,600233.SH,330000000,1210788,0,6300555.2,2128495,18201489,17597210,20532854,20237785,8897484.3,443831,-17378870.7,40692944.3,18756616.3
2017-05-31,000983.SZ,3151197585,10839906.4,20123269,18916668,32546791,27096952,38888329,16431350,19619698,-625952.6,-96017,9794479.4,-28046048.6,-253386257.6
2017-05-31,600100.SH,2197882238,,,,,,,,,,,,,
2017-05-31,002027.SZ,4048325546,213530630,136686100,134552120,129657583,155311600,189003640,83783025,165225360,185709016,14125194,253153131,442348723,418903491
2017-05-31,000002.SZ,9709067759,373110320,255778110,142942960,137368970,121995899,182369770,82867438,151551800,344359974,16198675,959285247,966685106,1082251771
2017-05-31,600837.SH,8092131180,202462340,123287028,60437157,119104802,67595706,101775272,29143484,70149972,184067922,12052313,517686199,305035266,1113414535
2017-05-31,601225.SH,10000000000,10170604.9,15107203,16861695,23433978,38012479,37405468,23563373,26894649,1101922.7,175062,1785274.7,-38348608.3,-214326066.3
2017-05-31,000938.SZ,206074263,1045712.49,0,9451770.6,10748483.8,13722846,22696447,12334640,22890795,2638910.89,50196,-13873157.11,-38700325.11,-48174343.11
2017-05-31,600340.SH,2954946709,306609010,281241030,310133150,309969490,435457430,415928790,233241780,238030290,19592730,565022,-324167560,-521093659,-2274178984
2017-05-31,000671.SZ,3247228765,1440140,1029321,15216554,9300966.7,33446167,29451618,44746912,20323179,-20132422.1,-3508884,-63975858.1,53110910.9,120997733.9
2017-05-31,002714.SZ,602089493,5001461.9,9316577.5,5568450.7,7922807.3,7702670.6,10240555.8,29895378,18577870,-12314731.7,-512919,-67707528.7,-121610262.7,-279163094.7
2017-05-31,600011.SH,10500000000,0,3724767.8,11546095.8,13876352,17569661,27365143,14581307,46498887,-1500759.4,-206157,-33298976.4,-66529190.4,-77534566.4
2017-05-31,600958.SH,3126154848,5419446,4689869,13040516.5,16165253,23205525,26050208,27438721,21703212,1520639.6,109407,-1743896.4,-90965859.4,92226023.6
2017-05-31,000725.SZ,33949187656,341560220,1381255400,179997060,196062760,297246140,252190860,207422590,105429249,-830763440,-211951585,-1387318689,-1130933571,-2198381430
2017-05-31,601997.SH,500000000,3177575,21907104,34947333,55918745,56463685,68584894,32088767,25982688,-34563220.2,-2236353,1127383.8,-95758686.2,-61738283.2
2017-05-31,600373.SH,1282072046,0,1004489.81,701353,5023264.1,7311674.8,6394435.6,24853489,22604034,-2868502.81,-143439,-12467274.81,-18861037.81,-35119456.81
2017-05-31,600008.SH,4820614124,88084786,171685380,113016159,122924899,180067310,189974030,148817800,144658420,-97622200,-14062359,-1018822149,-1343980749,-2304070749
2017-05-31,600704.SH,891796936,44708489,11382176.9,30535657,21222450,42952874,42090489,27537415,25402456,47848921.2,4341724,126205155.2,156892497.2,124201807.2
2017-05-31,001979.SZ,1899429406,117851436,69322315,127195574,110165166,169328120,161099030,90045155,69046649,-9339636,-488598,-17260933,-21282121,-156103379
2017-05-31,002608.SZ,537159122,4765191.4,1303218,4292413,3413944,11159952,11094270.9,12645525,9152984,4412474.4,364000,-4632691.6,-5524444.6,-15632958.6
2017-05-31,000425.SZ,6993565672,11978743.4,16206730,10916439.1,14142136,19093613,16860286,17853375,11558820,-25661101.1,-7560065,-100440864.1,-216427217.1,-570830253.1
2017-05-31,002493.SZ,3417222000,0,1176989.29,3034646.8,2840938,5451584.6,9350310.9,6324272,14781883,6117747.38,652925,2199897.38,-71337470.62,-85133646.62
2017-05-31,600804.SH,1389609573,2489412,11968028.7,8283194.9,9593967.2,15160690,28499847,11591950,10968833,6765575.5,407350,-26055118.5,-39654537.5,8673024.5
2017-05-31,600588.SH,1460365990,0,8398827.6,3994613.9,7624930.9,14189590,22090077,7748839,10484343,-3462410.6,-228294,-16667321.6,33452687.4,-23864604.6
2017-05-31,601288.SH,294055293904,345832600,180780430,55967341,45052091,105981549,67192104,41212212,43237476,52432029,14791573,289001220,212535146,786978025
2017-05-31,600061.SH,1962364989,34686534,17949120,23059887,33196871,19381007,26879610,22721185,18487843,43690994,2864150,143064662,146019045,217787080
2017-05-31,000060.SZ,2211589337,1109526.35,6826458,7242157.4,15108454,17858203,23148676,18727793,16395176,-6536246.05,-658161,-5698262.05,-3437322.05,-191332407.05
2017-05-31,600309.SH,2594801664,14709063,30267321,40280868,61877514,67813987,68832789,43790374,40694537,-21354760,-922229,-90894557,-145282237,-408596631
2017-05-31,600959.SH,1396178359,27312983,1100499.2,19887176,7947491.1,24730581,24768875,20135878,23626780,42401659.3,3920403,142973829.3,150137922.3,239007500.3
2017-05-31,002602.SZ,587743730,6358780,14735934,5223870.5,4426676.5,7229388.2,9573197.5,8511343,11735705,6155653.9,186709,15231326.9,35493904.9,9933129.9
2017-05-31,603833.SH,41510000,6441807,31390272,24606024,20594178,20022528,21813674,10822218,43772972,15931745,146642,-35576625,-103501125,-52394671
2017-05-31,002008.SZ,991675038,105159978,92983175,44945448,60873013,62075989,89377854,33191179,65632888,63688129,2055696,74377868,30696526,381541425
2017-05-31,600339.SH,578154688,0,19407407,7568829.7,43663610,40069550,77134297,50738887,58332131,-40095803.3,-5037704,-103023823.3,-250298050.3,-420723381.3
2017-05-31,601155.SH,704684186,44507961,51428499,54343433,47277622,72490948,82005330,39096021,48029586,11952991,677970,207349983,228222314,251337182
2017-05-31,600109.SH,3024359310,8389895.6,37331628,36964976,68729523,65329332,70928023,36390201,54090505,-30838840.3,-2560761,182097910.7,200939953.7,88150044.7
2017-05-31,600170.SH,8218514745,8832684.1,18574442,5851049.4,12750871.3,12140972.2,10451224.7,11234530,8938128,-18764158.5,-5167264,-5889911.5,-103868099.5,-191137129.5
2017-05-31,000895.SZ,3299023594,13444268,15782766,49634440,44337367,52846701,50479241,22907470,27574675,13786128,631501,150787414,156957319,127599481
2017-05-31,601216.SH,8438017390,70136338,53728079,47924499,29244879,42959394,33360912,35006510,18443476,-2368689,-589805,80551299,37038111,152322424
2017-05-31,002450.SZ,2881249202,173787750,196211970,49215037,113115658,67381522,114184771,48707852,55270026,-18108578,-946004,-202072365,-293838035,-402984076
2017-05-31,600369.SH,5645109124,11311549,10437747.5,8792767.5,11102998.9,22021737,15554400,11925882,13889728,-4206995.9,-778228,-6083997.9,-10675730.9,30137344.1
2017-05-31,600038.SH,589476716,0,6328223.3,2033840,15947741,18630060,18258277,13352085,17006025,-10342660.2,-250091,-29359168.2,5099084.8,29581829.8
2017-05-31,600219.SH,7087960902,12267600,18314602,12658179.7,14725072,16966168,18618277,13607486,9397036,-7643581.8,-2381347,-33233692.8,-41786098.8,-266754738.8
2017-05-31,300122.SZ,861519025,4799736.6,4664102.2,4990723.4,3813966.4,12978422.6,9524257.4,16699354,9313313,-2682765.5,-144803,-57456526.5,-125701129.5,-223858634.5
2017-05-31,601800.SH,11747235425,49920714,17028800,34390378,39013552,48338610,65523579,37036365,53839764,63473708,4066703,203105440,55636479,-108627540
